member_id,full_name,last_name,member_title,state,party_name,chamber
421,Ginny Brown-Waite,Brown-Waite,Representative,Florida,Republican,House
422,Glen Browder,Browder,Representative,Alabama,Democratic,House
423,Glenn C. Nye,Nye,Representative,Virginia,Democratic,House
424,Glenn Grothman,Grothman,Representative,Wisconsin,Republican,House
425,Glenn M. Anderson,Anderson,Representative,California,Democratic,House
426,Glenn Poshard,Poshard,Representative,Illinois,Democratic,House
427,Gloria Negrete McLeod,Negrete McLeod,Representative,California,Democratic,House
428,Gordon J. Humphrey,Humphrey,Senator,New Hampshire,Republican,Senate
429,Grace F. Napolitano,Napolitano,Representative,California,Democratic,House
430,Grace Meng,Meng,Representative,New York,Democratic,House
431,Greg Ganske,Ganske,Representative,Iowa,Republican,House
432,Greg Gianforte,Gianforte,Representative,Montana,Republican,House
433,Greg Laughlin,Laughlin,Representative,Texas,Republican,House
434,Greg Stanton,Stanton,Representative,Arizona,Democratic,House
435,Greg Walden,Walden,Representative,Oregon,Republican,House
436,Gregg Harper,Harper,Representative,Mississippi,Republican,House
437,Gregorio Kilili Camacho Sablan,Sablan,Delegate,Northern Mariana Islands,Democratic,House
438,Gregory W. Meeks,Meeks,Representative,New York,Democratic,House
439,Gus Savage,Savage,Representative,Illinois,Democratic,House
440,Gus Yatron,Yatron,Representative,Pennsylvania,Democratic,House
441,Guy Reschenthaler,Reschenthaler,Representative,Pennsylvania,Republican,House
442,Guy Vander Jagt,Vander Jagt,Representative,Michigan,Republican,House
443,H. Martin Lancaster,Lancaster,Representative,North Carolina,Democratic,House
444,Hakeem S. Jeffries,Jeffries,Representative,New York,Democratic,House
445,Hal Daub,Daub,Representative,Nebraska,Republican,House
446,"Hamilton, Jr. Fish",Fish,Representative,New York,Republican,House
447,Harlan Mathews,Mathews,Senator,Tennessee,Democratic,Senate
448,"Harley O., Jr. Staggers",Staggers,Representative,West Virginia,Democratic,House
449,Harley Rouda,Rouda,Representative,California,Democratic,House
450,Harold L. Volkmer,Volkmer,Representative,Missouri,Democratic,House
451,Harris W. Fawell,Fawell,Representative,Illinois,Republican,House
452,Harris Wofford,Wofford,Senator,Pennsylvania,Democratic,Senate
453,Harry Reid,Reid,Senator,Nevada,Democratic,Senate
454,Harry Teague,Teague,Representative,New Mexico,Democratic,House
455,Heath Shuler,Shuler,Representative,North Carolina,Democratic,House
456,Heidi Heitkamp,Heitkamp,Senator,North Dakota,Democratic,Senate
457,Helen Chenoweth-Hage,Chenoweth-Hage,Representative,Idaho,Republican,House
458,Helen Delich Bentley,Bentley,Representative,Maryland,Republican,House
459,Henry A. Waxman,Waxman,Representative,California,Democratic,House
460,Henry Bonilla,Bonilla,Representative,Texas,Republican,House
461,Henry Cuellar,Cuellar,Representative,Texas,Democratic,House
462,Henry J. Hyde,Hyde,Representative,Illinois,Republican,House
463,Henry Nowak,Nowak,Representative,New York,Democratic,House
464,Herb Kohl,Kohl,Senator,Wisconsin,Democratic,Senate
465,Herbert H. Bateman,Bateman,Representative,Virginia,Republican,House
466,Hilda L. Solis,Solis,Representative,California,Democratic,House
467,Hillary Rodham Clinton,Clinton,Senator,New York,Democratic,Senate
468,Howard C. Nielson,Nielson,Representative,Utah,Republican,House
469,Howard Coble,Coble,Representative,North Carolina,Republican,House
470,Howard E. Wolpe,Wolpe,Representative,Michigan,Democratic,House
471,Howard L. Berman,Berman,Representative,California,Democratic,House
472,Howard M. Metzenbaum,Metzenbaum,Senator,Ohio,Democratic,Senate
473,"Howard P. ""Buck"" McKeon",McKeon,Representative,California,Republican,House
474,Howell Heflin,Heflin,Senator,Alabama,Democratic,Senate
475,Ike Skelton,Skelton,Representative,Missouri,Democratic,House
476,Ileana Ros-Lehtinen,Ros-Lehtinen,Representative,Florida,Republican,House
477,Ilhan Omar,Omar,Representative,Minnesota,Democratic,House
478,J. Alex McMillan,McMillan,Representative,North Carolina,Republican,House
479,"J. C., Jr. Watts",Watts,Representative,Oklahoma,Republican,House
480,J. Dennis Hastert,Hastert,Representative,Illinois,Republican,House
481,J. J. Pickle,Pickle,Representative,Texas,Democratic,House
482,J. James Exon,Exon,Senator,Nebraska,Democratic,Senate
483,J. Luis Correa,Correa,Representative,California,Democratic,House
484,J. Robert Kerrey,Kerrey,Senator,Nebraska,Democratic,Senate
485,Jack Bergman,Bergman,Representative,Michigan,Republican,House
486,Jack Buechner,Buechner,Representative,Missouri,Republican,House
487,Jack Kemp,Kemp,Representative,New York,Republican,House
488,Jack Kingston,Kingston,Representative,Georgia,Republican,House
489,Jack Metcalf,Metcalf,Representative,Washington,Republican,House
490,Jack Quinn,Quinn,Representative,New York,Republican,House
491,Jackie Speier,Speier,Representative,California,Democratic,House
492,Jackie Walorski,Walorski,Representative,Indiana,Republican,House
493,Jacky Rosen,Rosen,Senator,Nevada,Democratic,Senate
494,Jaime Herrera Beutler,Herrera Beutler,Representative,Washington,Republican,House
495,James A. Barcia,Barcia,Representative,Michigan,Democratic,House
496,James A. Himes,Himes,Representative,Connecticut,Democratic,House
497,James A. Leach,Leach,Representative,Iowa,Republican,House
498,James A. McClure,McClure,Senator,Idaho,Republican,Senate
499,"James A., Jr. Traficant",Traficant,Representative,Ohio,Democratic,House
500,James B. Renacci,Renacci,Representative,Ohio,Republican,House
501,"James B., Jr. Longley",Longley,Representative,Maine,Republican,House
502,James C. Greenwood,Greenwood,Representative,Pennsylvania,Republican,House
503,James Comer,Comer,Representative,Kentucky,Republican,House
504,James E. Clyburn,Clyburn,Representative,South Carolina,Democratic,House
505,James E. Risch,Risch,Senator,Idaho,Republican,Senate
506,James E. Rogan,Rogan,Representative,California,Republican,House
507,James H. (Jimmy) Quillen,Quillen,Representative,Tennessee,Republican,House
508,James H. Scheuer,Scheuer,Representative,New York,Democratic,House
509,James J. Florio,Florio,Representative,New Jersey,Democratic,House
510,James J. Howard,Howard,Representative,New Jersey,Democratic,House
511,James L. Oberstar,Oberstar,Representative,Minnesota,Democratic,House
512,James Lankford,Lankford,Senator,Oklahoma,Republican,Senate
513,James M. Inhofe,Inhofe,Senator,Oklahoma,Republican,Senate
514,James M. Jeffords,Jeffords,Senator,Vermont,Independent,Senate
515,James P. McGovern,McGovern,Representative,Massachusetts,Democratic,House
516,James R. Langevin,Langevin,Representative,Rhode Island,Democratic,House
517,James R. Olin,Olin,Representative,Virginia,Democratic,House
518,James V. Hansen,Hansen,Representative,Utah,Republican,House
519,Jamie B. Fuster,Fuster,Resident Commissioner,Puerto Rico,Democratic,House
520,Jamie L. Whitten,Whitten,Representative,Mississippi,Democratic,House
521,Jamie Raskin,Raskin,Representative,Maryland,Democratic,House
522,Jan Meyers,Meyers,Representative,Kansas,Republican,House
523,Jane Harman,Harman,Representative,California,Democratic,House
524,Janice D. Schakowsky,Schakowsky,Representative,Illinois,Democratic,House
525,Janice Hahn,Hahn,Representative,California,Democratic,House
526,Jared F. Golden,Golden,Representative,Maine,Democratic,House
527,Jared Huffman,Huffman,Representative,California,Democratic,House
528,Jared Polis,Polis,Representative,Colorado,Democratic,House
529,Jason Altmire,Altmire,Representative,Pennsylvania,Democratic,House
530,Jason Chaffetz,Chaffetz,Representative,Utah,Republican,House
531,Jason Crow,Crow,Representative,Colorado,Democratic,House
532,Jay Dickey,Dickey,Representative,Arkansas,Republican,House
533,Jay Inslee,Inslee,Representative,Washington,Democratic,House
534,Jean Schmidt,Schmidt,Representative,Ohio,Republican,House
535,Jeanne Shaheen,Shaheen,Senator,New Hampshire,Democratic,Senate
536,Jeb Hensarling,Hensarling,Representative,Texas,Republican,House
537,Jeff Bingaman,Bingaman,Senator,New Mexico,Democratic,Senate
538,Jeff Chiesa,Chiesa,Senator,New Jersey,Republican,Senate
539,Jeff Denham,Denham,Representative,California,Republican,House
540,Jeff Fortenberry,Fortenberry,Representative,Nebraska,Republican,House
541,Jeff Merkley,Merkley,Senator,Oregon,Democratic,Senate
542,Jefferson Van Drew,Van Drew,Representative,New Jersey,Republican,House
543,Jeffrey M. Landry,Landry,Representative,Louisiana,Republican,House
544,Jennifer Wexton,Wexton,Representative,Virginia,Democratic,House
545,Jenniffer Gonzalez-Colon,Gonzalez-Colon,Resident Commissioner,Puerto Rico,Republican,House
546,Jerrold Nadler,Nadler,Representative,New York,Democratic,House
547,Jerry McNerney,McNerney,Representative,California,Democratic,House
548,Jerry Weller,Weller,Representative,Illinois,Republican,House
549,Jesse Helms,Helms,Senator,North Carolina,Republican,Senate
550,"Jesse L., Jr. Jackson",Jackson,Representative,Illinois,Democratic,House
551,Jim Bacchus,Bacchus,Representative,Florida,Democratic,House
552,Jim Banks,Banks,Representative,Indiana,Republican,House
553,Jim Bates,Bates,Representative,California,Democratic,House
554,Jim Bridenstine,Bridenstine,Representative,Oklahoma,Republican,House
555,Jim Bunn,Bunn,Representative,Oregon,Republican,House
556,Jim Bunning,Bunning,Senator,Kentucky,Republican,Senate
557,Jim Chapman,Chapman,Representative,Texas,Democratic,House
558,Jim Cooper,Cooper,Representative,Tennessee,Democratic,House
559,Jim Costa,Costa,Representative,California,Democratic,House
560,Jim Courter,Courter,Representative,New Jersey,Republican,House
561,Jim DeMint,DeMint,Senator,South Carolina,Republican,Senate
562,Jim Gerlach,Gerlach,Representative,Pennsylvania,Republican,House
563,Jim Hagedorn,Hagedorn,Representative,Minnesota,Republican,House
564,Jim Jontz,Jontz,Representative,Indiana,Democratic,House
565,Jim Jordan,Jordan,Representative,Ohio,Republican,House
566,Jim Kolbe,Kolbe,Representative,Arizona,Republican,House
567,Jim Lightfoot,Lightfoot,Representative,Iowa,Republican,House
568,Jim Matheson,Matheson,Representative,Utah,Democratic,House
569,Jim McCrery,McCrery,Representative,Louisiana,Republican,House
570,Jim McDermott,McDermott,Representative,Washington,Democratic,House
571,Jim Moody,Moody,Representative,Wisconsin,Democratic,House
572,Jim Nussle,Nussle,Representative,Iowa,Republican,House
573,Jim Ramstad,Ramstad,Representative,Minnesota,Republican,House
574,Jim Ryun,Ryun,Representative,Kansas,Republican,House
575,Jim Sasser,Sasser,Senator,Tennessee,Democratic,Senate
576,Jim Saxton,Saxton,Representative,New Jersey,Republican,House
577,Jim Slattery,Slattery,Representative,Kansas,Democratic,House
578,Jim Talent,Talent,Senator,Missouri,Republican,Senate
579,Jim Webb,Webb,Senator,Virginia,Democratic,Senate
580,Jimmy Gomez,Gomez,Representative,California,Democratic,House
581,Jo Bonner,Bonner,Representative,Alabama,Republican,House
582,Joaquin Castro,Castro,Representative,Texas,Democratic,House
583,Jodey C. Arrington,Arrington,Representative,Texas,Republican,House
584,Jody B. Hice,Hice,Representative,Georgia,Republican,House
585,Joe Baca,Baca,Representative,California,Democratic,House
586,Joe Barton,Barton,Representative,Texas,Republican,House
587,Joe Courtney,Courtney,Representative,Connecticut,Democratic,House
588,Joe Knollenberg,Knollenberg,Representative,Michigan,Republican,House
589,Joe Neguse,Neguse,Representative,Colorado,Democratic,House
590,Joe Scarborough,Scarborough,Representative,Florida,Republican,House
591,Joe Sestak,Sestak,Representative,Pennsylvania,Democratic,House
592,Joe Skeen,Skeen,Representative,New Mexico,Republican,House
593,"Joe, III Manchin",Manchin,Senator,West Virginia,Democratic,Senate
594,Joel Hefley,Hefley,Representative,Colorado,Republican,House
595,John A. Boccieri,Boccieri,Representative,Ohio,Democratic,House
596,John A. Boehner,Boehner,Representative,Ohio,Republican,House
597,John A. Yarmuth,Yarmuth,Representative,Kentucky,Democratic,House
598,John Abney Culberson,Culberson,Representative,Texas,Republican,House
599,John Ashcroft,Ashcroft,Senator,Missouri,Republican,Senate
600,John B. Breaux,Breaux,Senator,Louisiana,Democratic,Senate
601,John B. Larson,Larson,Representative,Connecticut,Democratic,House
602,John B. Shadegg,Shadegg,Representative,Arizona,Republican,House
603,John Barrasso,Barrasso,Senator,Wyoming,Republican,Senate
604,John Barrow,Barrow,Representative,Georgia,Democratic,House
605,John Boozman,Boozman,Senator,Arkansas,Republican,Senate
606,John C. Danforth,Danforth,Senator,Missouri,Republican,Senate
607,John C. Stennis,Stennis,Senator,Mississippi,Democratic,Senate
608,John Cooksey,Cooksey,Representative,Louisiana,Republican,House
609,John Cornyn,Cornyn,Senator,Texas,Republican,Senate
610,"John D., IV Rockefeller",Rockefeller,Senator,West Virginia,Democratic,Senate
611,John E. Sununu,Sununu,Senator,New Hampshire,Republican,Senate
612,John Elias Baldacci,Baldacci,Representative,Maine,Democratic,House
613,John Ensign,Ensign,Senator,Nevada,Republican,Senate
614,John F. Kerry,Kerry,Senator,Massachusetts,Democratic,Senate
615,John F. Tierney,Tierney,Representative,Massachusetts,Democratic,House
616,John Fleming,Fleming,Representative,Louisiana,Republican,House
617,John Garamendi,Garamendi,Representative,California,Democratic,House
618,John H. Adler,Adler,Representative,New Jersey,Democratic,House
619,John H. Rutherford,Rutherford,Representative,Florida,Republican,House
620,"John H., Jr. Glenn",Glenn,Senator,Ohio,Democratic,Senate
621,John Heinz,Heinz,Senator,Pennsylvania,Republican,Senate
622,John Hoeven,Hoeven,Senator,North Dakota,Republican,Senate
623,John J. Faso,Faso,Representative,New York,Republican,House
624,John J. LaFalce,LaFalce,Representative,New York,Democratic,House
625,"John J., III Rhodes",Rhodes,Representative,Arizona,Republican,House
626,"John J.H. ""Joe"" Schwarz",Schwarz,Representative,Michigan,Republican,House
627,John Joseph Moakley,Moakley,Representative,Massachusetts,Democratic,House
628,John K. Delaney,Delaney,Representative,Maryland,Democratic,House
629,John Katko,Katko,Representative,New York,Republican,House
630,John Kline,Kline,Representative,Minnesota,Republican,House
631,John Linder,Linder,Representative,Georgia,Republican,House
632,"John M., Jr. Spratt",Spratt,Representative,South Carolina,Democratic,House
633,John McCain,McCain,Senator,Arizona,Republican,Senate
634,John Melcher,Melcher,Senator,Montana,Democratic,Senate
635,John N. Hostettler,Hostettler,Representative,Indiana,Republican,House
636,John P. Hammerschmidt,Hammerschmidt,Representative,Arkansas,Republican,House
637,John P. Murtha,Murtha,Representative,Pennsylvania,Democratic,House
638,John Patrick Hiler,Hiler,Representative,Indiana,Republican,House
639,"John R. ""Randy"", Jr. Kuhl",Kuhl,Representative,New York,Republican,House
640,John R. Curtis,Curtis,Representative,Utah,Republican,House
641,John R. Kasich,Kasich,Representative,Ohio,Republican,House
642,John R. Moolenaar,Moolenaar,Representative,Michigan,Republican,House
643,John Ratcliffe,Ratcliffe,Representative,Texas,Republican,House
644,John S. Tanner,Tanner,Representative,Tennessee,Democratic,House
645,John Seymour,Seymour,Senator,California,Republican,Senate
646,John Shimkus,Shimkus,Representative,Illinois,Republican,House
647,John T. Doolittle,Doolittle,Representative,California,Republican,House
648,John T. Myers,Myers,Representative,Indiana,Republican,House
649,John Thune,Thune,Senator,South Dakota,Republican,Senate
650,John W. Olver,Olver,Representative,Massachusetts,Democratic,House
651,"John, Jr. Conyers",Conyers,Representative,Michigan,Democratic,House
652,Johnny Isakson,Isakson,Senator,Georgia,Republican,Senate
653,Jolene Unsoeld,Unsoeld,Representative,Washington,Democratic,House
654,Jon D. Fox,Fox,Representative,Pennsylvania,Republican,House
655,Jon Kyl,Kyl,Senator,Arizona,Republican,Senate
656,Jon Runyan,Runyan,Representative,New Jersey,Republican,House
657,Jon S. Corzine,Corzine,Senator,New Jersey,Democratic,Senate
658,Jon Tester,Tester,Senator,Montana,Democratic,Senate
659,Joni Ernst,Ernst,Senator,Iowa,Republican,Senate
660,Jose E. Serrano,Serrano,Representative,New York,Democratic,House
661,Joseph Crowley,Crowley,Representative,New York,Democratic,House
662,Joseph D. Early,Early,Representative,Massachusetts,Democratic,House
663,Joseph D. Morelle,Morelle,Representative,New York,Democratic,House
664,Joseph E. Brennan,Brennan,Representative,Maine,Democratic,House
665,Joseph I. Lieberman,Lieberman,Senator,Connecticut,Independent Democrat,Senate
666,Joseph J. DioGuardi,DioGuardi,Representative,New York,Republican,House
667,Joseph M. Gaydos,Gaydos,Representative,Pennsylvania,Democratic,House
668,Joseph M. Hoeffel,Hoeffel,Representative,Pennsylvania,Democratic,House
669,Joseph M. McDade,McDade,Representative,Pennsylvania,Republican,House
670,Joseph P. Kolter,Kolter,Representative,Pennsylvania,Democratic,House
671,Joseph R. Pitts,Pitts,Representative,Pennsylvania,Republican,House
672,"Joseph R., Jr. Biden",Biden,Senator,Delaware,Democratic,Senate
673,Josh Gottheimer,Gottheimer,Representative,New Jersey,Democratic,House
674,Josh Harder,Harder,Representative,California,Democratic,House
675,Josh Hawley,Hawley,Senator,Missouri,Republican,Senate
676,Joyce Beatty,Beatty,Representative,Ohio,Democratic,House
677,Juan Vargas,Vargas,Representative,California,Democratic,House
678,Juanita Millender-McDonald,Millender-McDonald,Representative,California,Democratic,House
679,Judd Gregg,Gregg,Senator,New Hampshire,Republican,Senate
680,Judy Biggert,Biggert,Representative,Illinois,Republican,House
681,Judy Chu,Chu,Representative,California,Democratic,House
682,Julia Brownley,Brownley,Representative,California,Democratic,House
683,Justin Amash,Amash,Representative,Michigan,Libertarian,House
684,K. Michael Conaway,Conaway,Representative,Texas,Republican,House
685,Karen C. Handel,Handel,Representative,Georgia,Republican,House
686,Karen L. Thurman,Thurman,Representative,Florida,Democratic,House
687,Karen Shepherd,Shepherd,Representative,Utah,Democratic,House
688,Katherine M. Clark,Clark,Representative,Massachusetts,Democratic,House
689,Kathleen A. Dahlkemper,Dahlkemper,Representative,Pennsylvania,Democratic,House
690,Kathleen C. Hochul,Hochul,Representative,New York,Democratic,House
691,Kathy Castor,Castor,Representative,Florida,Democratic,House
692,Kay Bailey Hutchison,Hutchison,Senator,Texas,Republican,Senate
693,Kay Granger,Granger,Representative,Texas,Republican,House
694,Kay R. Hagan,Hagan,Senator,North Carolina,Democratic,Senate
695,Keith Ellison,Ellison,Representative,Minnesota,Democratic,House
696,Keith J. Rothfus,Rothfus,Representative,Pennsylvania,Republican,House
697,Kelly Ayotte,Ayotte,Senator,New Hampshire,Republican,Senate
698,Kelly Loeffler,Loeffler,Senator,Georgia,Republican,Senate
699,Ken Buck,Buck,Representative,Colorado,Republican,House
700,Ken Calvert,Calvert,Representative,California,Republican,House
701,Kenny C. Hulshof,Hulshof,Representative,Missouri,Republican,House
702,Kenny Marchant,Marchant,Representative,Texas,Republican,House
703,Kent Conrad,Conrad,Senator,North Dakota,Democratic,Senate
704,Kerry L. Bentivolio,Bentivolio,Representative,Michigan,Republican,House
705,Kevin Hern,Hern,Representative,Oklahoma,Republican,House
706,Kevin Yoder,Yoder,Representative,Kansas,Republican,House
707,Kim Schrier,Schrier,Representative,Washington,Democratic,House
708,Kirsten E. Gillibrand,Gillibrand,Senator,New York,Democratic,Senate
709,Kristi L. Noem,Noem,Representative,South Dakota,Republican,House
710,Kurt Schrader,Schrader,Representative,Oregon,Democratic,House
711,Kweisi Mfume,Mfume,Representative,Maryland,Democratic,House
712,Kyrsten Sinema,Sinema,Senator,Arizona,Democratic,Senate
713,Lance Gooden,Gooden,Representative,Texas,Republican,House
714,Larry Bucshon,Bucshon,Representative,Indiana,Republican,House
715,Larry Combest,Combest,Representative,Texas,Republican,House
716,Larry J. Hopkins,Hopkins,Representative,Kentucky,Republican,House
717,Larry Kissell,Kissell,Representative,North Carolina,Democratic,House
718,Larry LaRocco,LaRocco,Representative,Idaho,Democratic,House
719,Larry Pressler,Pressler,Senator,South Dakota,Republican,Senate
720,Lauch Faircloth,Faircloth,Senator,North Carolina,Republican,Senate
721,Lawrence Coughlin,Coughlin,Representative,Pennsylvania,Republican,House
722,Lawton Chiles,Chiles,Senator,Florida,Democratic,Senate
723,Lee H. Hamilton,Hamilton,Representative,Indiana,Democratic,House
724,Lee M. Zeldin,Zeldin,Representative,New York,Republican,House
725,Lee Terry,Terry,Representative,Nebraska,Republican,House
726,Leonard L. Boswell,Boswell,Representative,Iowa,Democratic,House
727,Leonard Lance,Lance,Representative,New Jersey,Republican,House
728,Les Aspin,Aspin,Representative,Wisconsin,Democratic,House
729,Les AuCoin,AuCoin,Representative,Oregon,Democratic,House
730,Lisa Blunt Rochester,Blunt Rochester,Representative,Delaware,Democratic,House
731,Lloyd Doggett,Doggett,Representative,Texas,Democratic,House
732,Lloyd Smucker,Smucker,Representative,Pennsylvania,Republican,House
733,Lois Frankel,Frankel,Representative,Florida,Democratic,House
734,Lori Trahan,Trahan,Representative,Massachusetts,Democratic,House
735,Lou Barletta,Barletta,Representative,Pennsylvania,Republican,House
736,Louie Gohmert,Gohmert,Representative,Texas,Republican,House
737,Louis Stokes,Stokes,Representative,Ohio,Democratic,House
738,"Lowell P., Jr. Weicker",Weicker,Senator,Connecticut,Republican,Senate
739,Lucien E. Blackwell,Blackwell,Representative,Pennsylvania,Democratic,House
740,Lucille Roybal-Allard,Roybal-Allard,Representative,California,Democratic,House
741,Lucy McBath,McBath,Representative,Georgia,Democratic,House
742,Luis G. Fortuno,Fortuno,Resident Commissioner,Puerto Rico,Republican,House
743,Luis V. Gutierrez,Gutierrez,Representative,Illinois,Democratic,House
744,Luke Messer,Messer,Representative,Indiana,Republican,House
745,Luther Strange,Strange,Senator,Alabama,Republican,Senate
746,Lynn A. Westmoreland,Westmoreland,Representative,Georgia,Republican,House
747,Lynn C. Woolsey,Woolsey,Representative,California,Democratic,House
748,Lynn N. Rivers,Rivers,Representative,Michigan,Democratic,House
749,Lynn Schenk,Schenk,Representative,California,Democratic,House
750,Mac Thornberry,Thornberry,Representative,Texas,Republican,House
751,Madeleine Dean,Dean,Representative,Pennsylvania,Democratic,House
752,Madeleine Z. Bordallo,Bordallo,Delegate,Guam,Democratic,House
753,Malcolm Wallop,Wallop,Senator,Wyoming,Republican,Senate
754,Marc A. Veasey,Veasey,Representative,Texas,Democratic,House
755,Marcia L. Fudge,Fudge,Representative,Ohio,Democratic,House
756,Marco Rubio,Rubio,Senator,Florida,Republican,Senate
757,Marcy Kaptur,Kaptur,Representative,Ohio,Democratic,House
758,Margaret Wood Hassan,Hassan,Senator,New Hampshire,Democratic,Senate
759,Marge Roukema,Roukema,Representative,New Jersey,Republican,House
760,Maria Cantwell,Cantwell,Senator,Washington,Democratic,Senate
761,Marilyn Lloyd,Lloyd,Representative,Tennessee,Democratic,House
762,Marilyn N. Musgrave,Musgrave,Representative,Colorado,Republican,House
763,Mario Biaggi,Biaggi,Representative,New York,Democratic,House
764,Marion Berry,Berry,Representative,Arkansas,Democratic,House
765,Marjorie Margolies-Mezvinsky,Margolies-Mezvinsky,Representative,Pennsylvania,Democratic,House
766,Mark Begich,Begich,Senator,Alaska,Democratic,Senate
767,Mark Dayton,Dayton,Senator,Minnesota,Democratic,Senate
768,Mark DeSaulnier,DeSaulnier,Representative,California,Democratic,House
769,Mark E. Amodei,Amodei,Representative,Nevada,Republican,House
770,Mark E. Souder,Souder,Representative,Indiana,Republican,House
771,Mark H. Schauer,Schauer,Representative,Michigan,Democratic,House
772,Mark Meadows,Meadows,Representative,North Carolina,Republican,House
773,Mark O. Hatfield,Hatfield,Senator,Oregon,Republican,Senate
774,Mark Pocan,Pocan,Representative,Wisconsin,Democratic,House
775,Mark S. Critz,Critz,Representative,Pennsylvania,Democratic,House
776,Mark Takai,Takai,Representative,Hawaii,Democratic,House
777,Mark Takano,Takano,Representative,California,Democratic,House
778,Mark W. Neumann,Neumann,Representative,Wisconsin,Republican,House
779,Markwayne Mullin,Mullin,Representative,Oklahoma,Republican,House
780,Marlin A. Stutzman,Stutzman,Representative,Indiana,Republican,House
781,Marsha Blackburn,Blackburn,Senator,Tennessee,Republican,Senate
782,Martha McSally,McSally,Senator,Arizona,Republican,Senate
783,Martha Roby,Roby,Representative,Alabama,Republican,House
784,Martin A. Russo,Russo,Representative,Illinois,Democratic,House
785,Martin Frost,Frost,Representative,Texas,Democratic,House
786,Martin Heinrich,Heinrich,Senator,New Mexico,Democratic,Senate
787,Martin Olav Sabo,Sabo,Representative,Minnesota,Democratic,House
788,Martin R. Hoke,Hoke,Representative,Ohio,Republican,House
789,Marvin Leath,Leath,Representative,Texas,Democratic,House
790,Mary Bono Mack,Bono Mack,Representative,California,Republican,House
791,Mary Fallin,Fallin,Representative,Oklahoma,Republican,House
792,Mary Gay Scanlon,Scanlon,Representative,Pennsylvania,Democratic,House
793,Mary Jo Kilroy,Kilroy,Representative,Ohio,Democratic,House
794,Mary L. Landrieu,Landrieu,Senator,Louisiana,Democratic,Senate
795,Mary Rose Oakar,Oakar,Representative,Ohio,Democratic,House
796,Matt Cartwright,Cartwright,Representative,Pennsylvania,Democratic,House
797,Matt Gaetz,Gaetz,Representative,Florida,Republican,House
798,Matt Salmon,Salmon,Representative,Arizona,Republican,House
799,Matthew J. Rinaldo,Rinaldo,Representative,New Jersey,Republican,House
800,Maurice D. Hinchey,Hinchey,Representative,New York,Democratic,House
801,Max Baucus,Baucus,Senator,Montana,Democratic,Senate
802,Max Cleland,Cleland,Senator,Georgia,Democratic,Senate
803,Max Sandlin,Sandlin,Representative,Texas,Democratic,House
804,Maxine Waters,Waters,Representative,California,Democratic,House
805,Mazie K. Hirono,Hirono,Senator,Hawaii,Democratic,Senate
806,Mel Hancock,Hancock,Representative,Missouri,Republican,House
807,Mel Levine,Levine,Representative,California,Democratic,House
808,Melissa A. Hart,Hart,Representative,Pennsylvania,Republican,House
809,Melissa L. Bean,Bean,Representative,Illinois,Democratic,House
810,Melvin L. Watt,Watt,Representative,North Carolina,Democratic,House
811,Mervyn M. Dymally,Dymally,Representative,California,Democratic,House
812,Mia B. Love,Love,Representative,Utah,Republican,House
813,Michael A. Arcuri,Arcuri,Representative,New York,Democratic,House
814,Michael B. Enzi,Enzi,Senator,Wyoming,Republican,Senate
815,Michael C. Burgess,Burgess,Representative,Texas,Republican,House
816,Michael Cloud,Cloud,Representative,Texas,Republican,House
817,Michael E. Capuano,Capuano,Representative,Massachusetts,Democratic,House
818,Michael E. McMahon,McMahon,Representative,New York,Democratic,House
819,Michael E. Sodrel,Sodrel,Representative,Indiana,Republican,House
820,Michael F. Bennet,Bennet,Senator,Colorado,Democratic,Senate
821,Michael F. Doyle,Doyle,Representative,Pennsylvania,Democratic,House
822,Michael F. Q. San Nicolas,San Nicolas,Delegate,Guam,Democratic,House
823,Michael G. Grimm,Grimm,Representative,New York,Republican,House
824,Michael G. Oxley,Oxley,Representative,Ohio,Republican,House
825,Michael Guest,Guest,Representative,Mississippi,Republican,House
826,Michael H. Michaud,Michaud,Representative,Maine,Democratic,House
827,Michael Huffington,Huffington,Representative,California,Republican,House
828,Michael M. Honda,Honda,Representative,California,Democratic,House
829,Michael N. Castle,Castle,Representative,Delaware,Republican,House
830,Michael Patrick Flanagan,Flanagan,Representative,Illinois,Republican,House
831,Michael R. McNulty,McNulty,Representative,New York,Democratic,House
832,Michael T. McCaul,McCaul,Representative,Texas,Republican,House
833,Michael Waltz,Waltz,Representative,Florida,Republican,House
834,Michele Bachmann,Bachmann,Representative,Minnesota,Republican,House
835,Michelle Lujan Grisham,Lujan Grisham,Representative,New Mexico,Democratic,House
836,Mick Mulvaney,Mulvaney,Representative,South Carolina,Republican,House
837,Mickey Leland,Leland,Representative,Texas,Democratic,House
838,Mike Bost,Bost,Representative,Illinois,Republican,House
839,Mike Braun,Braun,Senator,Indiana,Republican,Senate
840,Mike Coffman,Coffman,Representative,Colorado,Republican,House
841,Mike Crapo,Crapo,Senator,Idaho,Republican,Senate
842,Mike DeWine,DeWine,Senator,Ohio,Republican,Senate
843,Mike Espy,Espy,Representative,Mississippi,Democratic,House
844,Mike Gallagher,Gallagher,Representative,Wisconsin,Republican,House
845,Mike Johanns,Johanns,Senator,Nebraska,Republican,Senate
846,Mike Kopetski,Kopetski,Representative,Oregon,Democratic,House
847,Mike Kreidler,Kreidler,Representative,Washington,Democratic,House
848,Mike Lowry,Lowry,Representative,Washington,Democratic,House
