Congress,bill_number,bill_type,action,main_action,object,member_id
116,432,hres,"Mr. Engel moved to suspend the rules and agree to the resolution, as amended.",house floor actions,house resolution,348
116,445,hres,"POSTPONED PROCEEDING - At the conclusion of debate on H.Res. 445 , the Chair put the question on ordering the previous question and by voice vote announced that the ayes had prevailed. Mr. Woodall demanded the yeas and nays on ordering the previous question and the Chair postponed further proceedings until later in the legislative day.",house floor actions,house resolution,971
116,445,hres,"UNANIMOUS CONSENT REQUEST - Mr. McGovern asked unanimous consent that the amendment at the desk be considered as though printed as amendment No. 123 in Part B of House Report 116-119 , if offered by Mrs. Lee (NV) or her designee, be debatable for 10 minutes equally divided and controlled by the proponent and an opponent. The Clerk reported the amendment. Mr. Woodall objected to the unanimous consent request. Subsequently, the objection was withdrawn. Agreed to without objection.",other house amendment actions,amendment,515
116,445,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-119 , by Mr. McGovern.",house committee/subcommittee actions,house resolution,515
116,441,hres,Mr. Engel moved to suspend the rules and agree to the resolution.,house floor actions,house resolution,348
116,43,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-2 , by Mr. Raskin.",house committee/subcommittee actions,house resolution,521
116,460,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H. Res. 460 , the Chair put the question on ordering the previous question and by voice vote announced that the ayes had prevailed. Mr. Cole demanded the yeas and nays on ordering the previous question and the Chair postponed further proceedings until later in the legislative day.",house floor actions,house resolution,1152
116,460,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-126 , by Mr. McGovern.",house committee/subcommittee actions,house resolution,515
116,456,hres,Ms. Waters moved to suspend the rules and agree to the resolution.,house floor actions,house resolution,804
116,466,hres,H.Amdt.505 Amendment (A001) offered by Mr. McGovern. (consideration: CR H5242 ; text: CR H5242 ),house amendment offered,amendment,515
116,466,hres,"By the direction of the Committee on Rules, Mr. McGovern called up H. Res. 466 and asked for its immediate consideration. (consideration: CR H5223-5243 ; text: CR H5223 )",house committee/subcommittee actions,house resolution,515
116,466,hres,WITHDRAWAL OF RESOLUTION - Mr. McGovern withdrew the resolution from consideration.,house floor actions,house resolution,515
116,466,hres,POINT OF ORDER - Mr. Cole raised a point of order against the provisions of H.Res. 466 because it violates the Congressional Budget Act. The Chair announced the disposition of the point of order would be resolved by the question of consideration of H.Res. 466 . The House proceeded with 20 minutes of debate on the point of order at at the end of which the Chair will put the question on consideration.,house floor actions,house resolution,1152
116,466,hres,"By direction of the Committee on Rules, Mr. McGovern called up H.Res. 466 and asked for its immediate consideration.",house committee/subcommittee actions,house resolution,515
116,466,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-130 , by Mr. McGovern.",house committee/subcommittee actions,house resolution,515
116,462,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-128 , by Mr. McGovern.",house committee/subcommittee actions,house resolution,515
116,476,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H.Res. 476 , the question was put on ordering the previous question on the McGovern amendment and on the resolution and by voice vote, the Chair announced that the ayes had prevailed. Mr. Woodall demanded the yeas and nays and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,971
116,476,hres,"H.Amdt.506 Amendment (A001) offered by Mr. McGovern. (consideration: CR H5323 , H5334-5335 ; text: CR H5323 )",house amendment offered,amendment,515
116,476,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-143 , by Mr. McGovern.",house committee/subcommittee actions,house resolution,515
116,491,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-154 , by Mr. Raskin.",house committee/subcommittee actions,house resolution,521
116,489,hres,"WORDS TAKEN DOWN - During the course of debate, exception was taken to certain words used and a demand was made to have the words taken down. Mr. Swalwell (CA) asked consent to withdraw the words. Without objection the words were withdrawn. The House resumed debate on H. Res. 489 .",house floor actions,house resolution,364
116,489,hres,Mr. Nadler moved to proceed in order.,house floor actions,house resolution,546
116,489,hres,Mr. Collins (GA) moved to strike words from the record.,house floor actions,house resolution,1389
116,492,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H. Res. 492 , the Chair put the question on ordering the previous question and by voice vote, announced the ayes had prevailed. Mr. Burgess demanded the yeas and nays and the Chair postponed further proceedings on ordering the previous question on H. Res. 492 until later in the legislative day.",house floor actions,house resolution,815
116,492,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-155 , by Mr. Morelle.",house committee/subcommittee actions,house resolution,663
116,497,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H. Res. 497 , the Chair put the question on agreeing to the resolution and by voice vote, announced the ayes had prevailed. Mr. Comer demanded the yeas and nays and the Chair postponed further proceedings on agreeing to the resolution until a time to be announced.",house floor actions,house resolution,503
116,497,hres,"By direction of the Committee on Oversight and Reform, Mr. Cummings called up H. Res. 497 and asked for its immediate consideration.",house committee/subcommittee actions,house resolution,347
116,509,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-178 , by Mrs. Torres (CA).",house committee/subcommittee actions,house resolution,1644
116,517,hres,"Mr. Sires moved to suspend the rules and agree to the resolution, as amended.",house floor actions,house resolution,19
116,512,hres,"Mr. Raskin moved to suspend the rules and agree to the resolution, as amended.",house floor actions,house resolution,521
116,521,hres,Mr. Engel moved to suspend the rules and agree to the resolution.,house floor actions,house resolution,348
116,519,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H. Res. 519 , the Chair put the question on ordering the previous question and by voice vote, announced the ayes had prevailed. Mr. Cole demanded the yeas and nays and the Chair postponed further proceedings until later in the legislative day.",house floor actions,house resolution,1152
116,519,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-183 , by Mr. Perlmutter.",house committee/subcommittee actions,house resolution,334
116,52,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H. Res. 52 , the Chair put the question on agreeing to resolution and by voice vote, announced that the ayes had prevailed. Ms. Lesko demanded the yeas and nays and the Chair postponed further proceedings on agreeing to H. Res. 52 until later in the legislative day.",house floor actions,house resolution,277
116,52,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-3 , by Ms. Scanlon.",house committee/subcommittee actions,house resolution,792
116,543,hres,"Mr. Sherman moved to suspend the rules and agree to the resolution, as amended.",house floor actions,house resolution,125
116,549,hres,Mr. Pallone moved to suspend the rules and agree to the resolution.,house floor actions,house resolution,393
116,548,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H. Res. 548 , the Chair put the question on ordering the previous question and by voice vote, announced the ayes had prevailed. Mrs. Lesko demanded the yeas and nays and the Chair postponed further proceedings until later in the legislative day.",house floor actions,house resolution,277
116,548,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-200 , by Mr. Hastings.",house committee/subcommittee actions,house resolution,1238
116,546,hres,Mr. Sires moved to suspend the rules and agree to the resolution.,house floor actions,house resolution,19
116,553,hres,Mr. McGovern asked unanimous consent to consider as introduced.,house floor actions,house resolution,515
116,552,hres,Mr. Engel moved to suspend the rules and agree to the resolution.,house floor actions,house resolution,348
116,564,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H. Res. 564 , the Chair put the question on ordering the previous question and by voice vote, announced the ayes had prevailed. Mr. Cole demanded the yeas and nays and the Chair postponed further proceedings until later in the legislative day.",house floor actions,house resolution,1152
116,564,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-212 , by Mr. McGovern.",house committee/subcommittee actions,house resolution,515
116,558,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H.Res. 558 , the Chair put the question on ordering the previous question and by voice vote, announced that the ayes had prevailed. Mrs. Lesko demanded the yeas and nays and the Chair postponed further proceedings until a time to be announced.",house floor actions,house resolution,277
116,558,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-210 , by Mrs. Torres (CA).",house committee/subcommittee actions,house resolution,1644
116,577,hres,H.Amdt.623 Amendment (A001) offered by Ms. Scanlon. (consideration: CR H7919-7920 ; text: CR H7919 ),house amendment offered,amendment,792
116,577,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-217 , by Ms. Scanlon.",house committee/subcommittee actions,house resolution,792
116,576,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H.Res. 576 , the Chair put the question on the resolution and by voice vote, announced that the ayes had prevailed. Mr. Himes demanded the yeas and nays and the Chair postponed further proceedings on until a time to be announced.",house floor actions,house resolution,496
116,575,hres,"Mr. Doyle, Michael F. moved to suspend the rules and agree to the resolution, as amended.",house floor actions,house resolution,821
116,585,hres,Mr. Sires moved to suspend the rules and agree to the resolution.,house floor actions,house resolution,19
116,591,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H. Res. 591 , the Chair put the question on ordering the previous question and by voice vote, announced that the ayes had prevailed. Mr. Woodall demanded the yeas and nays and the Chair postponed further proceedings until a time to be announced.",house floor actions,house resolution,971
116,591,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-218 , by Mr. Morelle.",house committee/subcommittee actions,house resolution,663
116,5,hres,Mr. Cole moved to commit with instructions. (text: CR H16 ),house floor actions,house resolution,1152
116,5,hres,Mr. McGovern moved to table the motion to refer,house floor actions,house resolution,515
116,61,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H. Res. 61 , the Chair put the question on agreeing to the resolution, and by voice vote, announced that the ayes had prevailed. Mr. McGovern demanded the yeas and nays and the Chair postponed further proceedings on the question of adoption until a time to be announced.",house floor actions,house resolution,515
116,61,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-4 , by Mr. Morelle.",house committee/subcommittee actions,house resolution,663
116,629,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H. Res. 629 , the Chair put the question on ordering the previous question, and by voice vote, announced that the ayes had prevailed. Mr. Woodall demanded the yeas and nays and the Chair postponed further proceedings on H.Res. 629 until a time to be announced.",house floor actions,house resolution,971
116,629,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-237 , by Mr. DeSaulnier.",house committee/subcommittee actions,house resolution,768
116,646,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-247 , by Mr. Perlmutter.",house committee/subcommittee actions,house resolution,334
116,655,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-263 , by Mr. McGovern.",house committee/subcommittee actions,house resolution,515
116,650,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H.Res. 650 , the Chair put the question on ordering the previous question and by voice vote, announced that the ayes had prevailed. Mr. Cole demanded the yeas and nays and the Chair postponed further proceedings until a time to be announced.",house floor actions,house resolution,1152
116,650,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-253 , by Mr. Hastings.",house committee/subcommittee actions,house resolution,1238
116,660,hres,"UNANIMOUS CONSENT REQUEST - Ms. Scanlon asked unanimous consent that Mr. Cole of Oklahoma be permitted to insert the text of the amendment he would have offered had the House rejected the previous question on H. Res. 660 , along with extraneous material, into the Record immediately prior to the vote on ordering the previous question on H. Res. 660 . Agreed to without objection.",other house amendment actions,amendment,1152
116,656,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H. Res. 656 , the Chair put the question on ordering the previous question and by voice vote, announced the ayes had prevailed. Mrs. Lesko demanded the yeas and nays and the Chair postponed further proceedings until a time to be announced.",house floor actions,house resolution,277
116,656,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-264 , by Ms. Shalala.",house committee/subcommittee actions,house resolution,315
116,672,hres,"Mr. Espaillat moved to suspend the rules and agree to the resolution, as amended.",house floor actions,house resolution,6
116,6,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on Title II of H. Res. 6 , the Chair put the question on agreeing to Title II of the resolution and by voice vote announced that ayes had prevailed. Mr. Cole demanded the yeas and nays and the Chair postponed further consideration on the question until a time to be announced.",house floor actions,house resolution,1152
116,697,hres,"Mr. Engel moved to suspend the rules and agree to the resolution, as amended.",house floor actions,house resolution,348
116,695,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-289 , by Mr. DeSaulnier.",house committee/subcommittee actions,house resolution,768
116,708,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H. Res. 708 , the Chair put the question on ordering the previous question and by voice vote, announced the ayes had prevailed. Mr. Cole demanded the yeas and nays and the Chair postponed further proceedings on ordering the previous question on H. Res. 708 until later in the legislative day.",house floor actions,house resolution,1152
116,708,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-297 , by Mr. McGovern.",house committee/subcommittee actions,house resolution,515
116,713,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on the resolution, the Chair put the question on ordering the previous question and announced, by voice vote, that the ayes had prevailed. Mr. Burgess demanded the yeas and nays and the Chair postponed further proceedings until a time to be announced.",house floor actions,house resolution,815
116,713,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-302 , by Mr. DeSaulnier.",house committee/subcommittee actions,house resolution,768
116,741,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H. Res. 741 , the Chair put the question on ordering the previous question and by voice vote, announced the ayes had prevailed. Mrs. Lesko demanded the yeas and nays and the Chair postponed further proceedings on ordering the previous question on H. Res. 741 until later in the legislative day.",house floor actions,house resolution,277
116,741,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-322 , by Mr. Raskin.",house committee/subcommittee actions,house resolution,521
116,739,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H. Res. 739 , the Chair put the question on ordering the previous question and by voice vote, announced the ayes had prevailed. Mr. Woodall demanded the yeas and nays and the Chair postponed further proceedings on ordering the previous question on H. Res. 739 until later in the legislative day.",house floor actions,house resolution,971
116,739,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-320 , by Mr. Perlmutter.",house committee/subcommittee actions,house resolution,334
116,748,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H. Res. 748 , the Chair put the question on ordering the previous question and by voice vote, announced the ayes had prevailed. Mrs. Lesko demanded the yeas and nays and the Chair postponed further proceedings on ordering the previous question on H. Res. 748 until later in the legislative day.",house floor actions,house resolution,277
116,748,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-330 , by Mr. Morelle.",house committee/subcommittee actions,house resolution,663
116,752,hres,"Mr. Phillips moved to suspend the rules and agree to the resolution, as amended.",house floor actions,house resolution,275
116,758,hres,Mr. Nadler moved to table the motion to reconsider,house floor actions,house resolution,546
116,758,hres,Mr. McGovern moved to reconsider the vote.,house floor actions,house resolution,515
116,758,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-334 , by Ms. Shalala.",house committee/subcommittee actions,house resolution,315
116,756,hres,"Ms. Lofgren moved to suspend the rules and agree to the resolution, as amended.",house floor actions,house resolution,1230
116,754,hres,"Mr. Sires moved to suspend the rules and agree to the resolution, as amended.",house floor actions,house resolution,19
116,765,hres,"POSTPONED PROCEEDINGS - At conclusion of debate on H. Res. 765 , the Chair put the question on ordering the previous question and by voice vote, announced the ayes had prevailed. Mr. Cole demanded the yeas and nays and the Chair postponed further proceedings until later in the legislative day.",house floor actions,house resolution,1152
116,765,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-353 , by Mr. Morelle.",house committee/subcommittee actions,house resolution,663
116,772,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-357 , by Mrs. Torres (CA).",house committee/subcommittee actions,house resolution,1644
116,767,hres,"POINT OF ORDER - Mr. Scalise rose to raise a point of order against H.Res. 767 on the ground that the report accompanying the resolution fails to specify the waiver of a particular point of order, and is thus in violation of clause 6(g) of rule 13. The Chair advised the gentleman that he was not stating a proper point of order.",house floor actions,house resolution,1083
116,767,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-355 , by Mr. McGovern.",house committee/subcommittee actions,house resolution,515
116,779,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H. Res. 779 , the Chair put the question on ordering the previous question and by voice vote, announced the ayes had prevailed. Mrs. Lesko demanded the yeas and nays and the Chair postponed further proceedings until later in the legislative day.",house floor actions,house resolution,277
116,779,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-366 , by Ms. Scanlon.",house committee/subcommittee actions,house resolution,792
116,781,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-371 , by Mr. McGovern.",house committee/subcommittee actions,house resolution,515
116,77,hres,Mr. Hoyer moved to table motion to reconsider.,house floor actions,house resolution,1065
116,77,hres,Ms. Waters of California moved that the House reconsider the vote by which the motion to suspend the rules and agree to H. Res. 77 was adopted. (CR H1269 ),house floor actions,house resolution,804
116,77,hres,Mr. Harris objected to the motion to reconsider laid on the table.,house floor actions,house resolution,1244
116,77,hres,"Ms. Waters moved to suspend the rules and agree to the resolution, as amended.",house floor actions,house resolution,804
116,790,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-377 , by Mr. DeSaulnier.",house committee/subcommittee actions,house resolution,768
116,811,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H. Res. 811 , the Chair put the question on ordering the previous question and by voice vote, announced that the ayes had prevailed. Mr. Woodall demanded the yeas and nays and the Chair postponed further proceedings on the question on ordering the previous question until a time to be announced.",house floor actions,house resolution,971
116,811,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-383 , by Mr. Raskin.",house committee/subcommittee actions,house resolution,521
116,809,hres,"Mr. Engel moved to suspend the rules and agree to the resolution, as amended.",house floor actions,house resolution,348
116,812,hres,Ms. Lofgren asked unanimous consent to discharge from committee and consider.,house floor actions,house resolution,1230
116,826,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H.Res. 826 , the Chair put the question on adoption of the resolution, announced by voice vote, that the ayes had prevailed. Mr. Walden demanded the yeas and nays, and the Chair postponed further proceedings on H.Res. 826 until a time to be announced.",house floor actions,house resolution,435
116,825,hres,"Mr. Espaillat moved to suspend the rules and agree to the resolution, as amended.",house floor actions,house resolution,6
116,823,hres,"Mr. Raskin moved to suspend the rules and agree to the resolution, as amended.",house floor actions,house resolution,521
116,833,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H. Res. 833 , the Chair put the question on ordering the previous question and by voice vote, announced that the ayes had prevailed. Mr. Burgess demanded the yeas and nays and the Chair postponed further proceedings on the question on ordering the previous question until a time to be announced.",house floor actions,house resolution,815
116,833,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-392 , by Mr. DeSaulnier.",house committee/subcommittee actions,house resolution,768
116,844,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H. Res. 833 , the Chair put the question on ordering the previous question and by voice vote, announced that the ayes had prevailed. Mrs. Lesko demanded the yeas and nays and the Chair postponed further proceedings on the question on ordering the previous question until a time to be announced.",house floor actions,house resolution,277
116,844,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-395 , by Ms. Scanlon.",house committee/subcommittee actions,house resolution,792
116,866,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H. Res. 866 , the Chair put the question on ordering the previous question and by voice vote, announced that the ayes had prevailed. Mr. Burgess demanded the yeas and nays and the Chair postponed further proceedings on the question on ordering the previous question until a time to be announced.",house floor actions,house resolution,815
116,866,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-409 , by Ms. Shalala.",house committee/subcommittee actions,house resolution,315
116,87,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-5 , by Mr. Raskin.",house committee/subcommittee actions,house resolution,521
116,877,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-411 , by Ms. Scanlon.",house committee/subcommittee actions,house resolution,792
116,891,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-415 , by Mr. McGovern.",house committee/subcommittee actions,house resolution,515
116,905,hres,Mr. Raskin asked unanimous consent to consider as introduced. (consideration: CR H1710 ),house floor actions,house resolution,521
116,904,hres,"RESERVATION OF OBJECTION - Mr. Gohmert reserved the right to object. Subsequently, his reservation was withdrawn.",house floor actions,house resolution,736
116,908,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate, the Chair put the question on agreeing to H. Res. 908 and announced by voice vote that the ayes had prevailed. Mr. Jordan demanded the yeas and nays and the Chair postponed further proceedings until a time to be announced.",house floor actions,house resolution,565
116,911,hres,Mr. Hoyer asked unanimous consent to consider as introduced.,house floor actions,house resolution,1065
116,938,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H. Res. 938 , the Chair put the question on agreeing to the resolution, and by voice vote, announced that ayes had prevailed. Mr. Cole demanded the yeas and nays and the Chair postponed further proceedings on agreeing to the resolution until a time to be announced.",house floor actions,house resolution,1152
116,938,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-419 , by Mr. McGovern.",house committee/subcommittee actions,house resolution,515
116,958,hres,"Mr. Engel moved to suspend the rules and agree to the resolution, as amended.",house floor actions,house resolution,348
116,965,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H. Res. 965 , the Chair put the question on agreeing to the resolution and by voice vote, announced that the ayes had prevailed. Mr. Cole demanded the yeas and nays and the Chair postponed further proceedings on agreeing to the resolution until a time to be announced.",house floor actions,house resolution,1152
116,967,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-421 , by Mr. McGovern.",house committee/subcommittee actions,house resolution,515
116,981,hres,"POSTPONED PROCEEDINGS - At the conclusion of debate on H. Res. 981 , the Chair put the question on ordering the previous question and by voice vote, announced that the ayes had prevailed. Mr. Woodall demanded the yeas and nays and the Chair postponed further proceedings on the question of ordering the previous question until a time to be announced.",house floor actions,house resolution,971
116,981,hres,"The House Committee on Rules reported an original measure, H. Rept. 116-426 , by Mr. McGovern.",house committee/subcommittee actions,house resolution,515
116,996,hres,"Mr. Engel moved to suspend the rules and agree to the resolution, as amended.",house floor actions,house resolution,348
116,102,hres,Motion to Discharge Committee filed by Mr. Scalise. Petition No: 116-1. ( Discharge petition text with signatures.),house discharge petition filed,house resolution,1083
116,1148,hres,Mr. Clyburn moved to table the measure.,house floor actions,house resolution,504
116,1148,hres,QUESTION OF THE PRIVILEGES OF THE HOUSE - Mr. Gohmert rose to a question of the privileges of the House and submitted a resolution. The Clerk reported the text of the resolution and the Chair determined that the resolution did constitute a question of the privileges of the House.,house floor actions,house resolution,736
116,1148,hres,NOTIFICATION OF INTENT TO OFFER RESOLUTION - Mr. Gohmert notified the House of his intent to offer a privileged resolution pursuant to clause 2(a)(1) of rule IX. The Chair announced that a determination will be made at the time designated for consideration of the resolution.,house floor actions,house resolution,736
116,132,hres,Motion to Discharge Committee filed by Mr. Hice (GA). Petition No: 116-2. ( Discharge petition text with signatures.),house discharge petition filed,house resolution,584
116,304,hres,Mr. Hoyer moved to table the measure.,house floor actions,house resolution,1065
116,304,hres,"QUESTION OF THE PRIVILEGES OF THE HOUSE - Pursuant to rule IX, the Chair recognized Mr. Green (TN) to offer a previously noticed resolution raising a question of the privileges of the House. The Clerk reported the text of the resolution.",house floor actions,house resolution,1595
116,348,hres,Motion to Discharge Committee filed by Mr. Mast. Petition No: 116-3. ( Discharge petition text with signatures.),house discharge petition filed,house resolution,131
116,53,hres,Mr. Hoyer moved to refer to Ethics.,house floor actions,house resolution,1065
116,79,hres,"Mr. Clay moved to suspend the rules and agree to the resolution, as amended.",house floor actions,house resolution,1806
116,832,hres,Mr. Hoyer moved to table the measure.,house floor actions,house resolution,1065
116,832,hres,QUESTION OF THE PRIVILEGES OF THE HOUSE - Ms. Granger rose to a question of the privileges of the House and submitted a resolution. The Clerk reported the text of the resolution and the Chair determined that the resolution did constitute a question of the privileges of the House.,house floor actions,house resolution,693
116,832,hres,NOTIFICATION OF INTENT TO OFFER RESOLUTION - Ms. Granger notified the House of her intent to offer a privilege resolution pursuant to clause 2(a)(1) of rule IX. The Chair announced that a determination will be made at the time designated for consideration of the resolution.,house floor actions,house resolution,693
116,498,hres,Mr. McCarthy moved to table the measure.,house floor actions,house resolution,1560
116,590,hres,Mr. Hoyer moved to table the measure.,house floor actions,house resolution,1065
116,590,hres,QUESTION OF THE PRIVILEGES OF THE HOUSE - The Chair recognized Mr. McCarthy to offer a resolution raising a question of the privileges of the House. The Clerk reported the text of the resolution.,house floor actions,house resolution,1560
116,603,hres,Mr. Hoyer moved to table the measure.,house floor actions,house resolution,1065
116,603,hres,QUESTION OF THE PRIVILEGES OF THE HOUSE - The Chair recognized Mr. McCarthy to offer a resolution raising a question of the privileges of the House. The Clerk reported the text of the resolution.,house floor actions,house resolution,1560
116,647,hres,Mr. Hoyer moved to table the measure.,house floor actions,house resolution,1065
116,770,hres,Mr. Hoyer moved to table the measure.,house floor actions,house resolution,1065
116,770,hres,QUESTION OF THE PRIVILEGES OF THE HOUSE - The Chair recognized Mr. McCarthy to offer a resolution raising a question of the privileges of the House. The Clerk reported the text of the resolution.,house floor actions,house resolution,1560
116,1158,hr,Motion by Senator McConnell to concur in the House amendment to the Senate amendment to H.R. 1158 with an amendment ( SA 1263 ) withdrawn in Senate by Unanimous Consent.,other senate amendment actions,amendment,858
116,1158,hr,Motion by Senator McConnell to refer to Senate Committee on Appropriations the House message to accompany H.R. 1158 with instructions to report back forthwith with the following amendment ( SA 1265 ) fell when cloture invoked on the motion to concur in the House amendment to the Senate amendment to H.R. 1158 in Senate.,other senate amendment actions,amendment,858
116,1158,hr,S.Amdt.1267 Amendment SA 1267 proposed by Senator McConnell to Amendment SA 1266 . (consideration: CR S7088-7089 ; text: CR S7089 ) Of a perfecting nature.,senate amendment proposed (on the floor),amendment,858
116,1158,hr,S.Amdt.1266 Amendment SA 1266 proposed by Senator McConnell to Amendment SA 1265 (the instructions of the motion to refer). (consideration: CR S7088 ; text: CR S7088 ) Of a perfecting nature.,senate amendment proposed (on the floor),amendment,858
116,1158,hr,S.Amdt.1265 Amendment SA 1265 proposed by Senator McConnell. (consideration: CR S7088 ; text: CR S7088 ) To change the enactment date.,senate amendment proposed (on the floor),amendment,858
116,1158,hr,Motion by Senator McConnell to refer to Senate Committee on Appropriations the House message to accompany H.R. 1158 with instructions to report back forthwith with the following amendment ( SA 1265 ) made in Senate. (CR S7088 ),other senate amendment actions,amendment,858
116,1158,hr,S.Amdt.1264 Amendment SA 1264 proposed by Senator McConnell to Amendment SA 1263 . (consideration: CR S7088 ; text: CR S7088 ) Of a perfecting nature.,senate amendment proposed (on the floor),amendment,858
116,1158,hr,S.Amdt.1263 Amendment SA 1263 proposed by Senator McConnell. (consideration: CR S7088 ; text: CR S7088 ) To change the enactment date.,senate amendment proposed (on the floor),amendment,858
116,1158,hr,Motion by Senator McConnell to concur in the House amendment to the Senate amendment to H.R. 1158 with an amendment ( SA 1263 ) made in Senate. (CR S7088 ),other senate amendment actions,amendment,858
116,1158,hr,Motion by Senator McConnell to concur in the House amendment to the Senate amendment to H.R. 1158 made in Senate. (CR S7088 ),resolving differences -- senate actions,house bill,858
116,1158,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the motion to agree to the Senate amendment with an amendment, the Chair put the question on the motion and by voice vote, announced that the ayes had prevailed. Mrs. Granger demanded the yeas and nays and the Chair postponed further proceedings on the motion until a time to be announced.",other house amendment actions,amendment,693
116,1158,hr,"Mrs. Lowey moved that the House agree with an amendment to the Senate amendment. (consideration: CR H10316-10386 , H10601-10602 )",other house amendment actions,amendment,871
116,1158,hr,"Pursuant to the provisions of H. Res. 765 , Mrs. Lowey moved to agree in the Senate amendment to H.R. 1158 with an amendment consisting of the text of Rules Committee Print 116-43 .",house committee/subcommittee actions,house bill,871
116,1158,hr,S.Amdt.941 Amendment SA 941 proposed by Senator McConnell for Senator Hassan. (consideration: CR S5669 ; text: CR S5669 ) In the nature of a substitute.,senate amendment proposed (on the floor),amendment,858
116,133,hr,"Mrs. Lowey moved that the House agree in Senate amendment with amendment (except divisions B, C, E and F).",other house amendment actions,amendment,871
116,133,hr,"Mrs. Lowey moved that the House agree in Senate amendment with portion of amendment comprising divisions B, C, E and F",other house amendment actions,amendment,871
116,133,hr,Mrs. Lowey moved that the House agree with an amendment to the Senate amendment. (consideration: CR H7301-7315 ),other house amendment actions,amendment,871
