,Unnamed: 0,date_str,sp500,djia,date_ex1,date_ex2,date_ex3,date,diff_sp500,lag_sp500,growth_sp500,diff_date,count_days,diff_djia,lag_djia,growth_djia
295,295,2019-05-22,2856.27,25776.61,May 22 2019,"Wednesday, 2019-05-22","May-22, 19",2019-05-22,-8.090000000000146,2864.36,-0.2824365652362184,1 days,1.0,-100.72000000000116,25877.33,-0.38922098995530513
296,296,2019-05-23,2822.24,25490.47,May 23 2019,"Thursday, 2019-05-23","May-23, 19",2019-05-23,-34.0300000000002,2856.27,-1.1914139769699714,1 days,1.0,-286.1399999999994,25776.61,-1.1100761504325023
297,297,2019-05-24,2826.06,25585.69,May 24 2019,"Friday, 2019-05-24","May-24, 19",2019-05-24,3.8200000000001637,2822.24,0.1353534780883328,1 days,1.0,95.21999999999753,25490.47,0.3735513703748794
298,298,2019-05-27,,,May 27 2019,"Monday, 2019-05-27","May-27, 19",2019-05-27,,2826.06,,3 days,3.0,,25585.69,
299,299,2019-05-28,2802.39,25347.77,May 28 2019,"Tuesday, 2019-05-28","May-28, 19",2019-05-28,,,,1 days,1.0,,,
300,300,2019-05-29,2783.02,25126.41,May 29 2019,"Wednesday, 2019-05-29","May-29, 19",2019-05-29,-19.36999999999989,2802.39,-0.6911957293595785,1 days,1.0,-221.36000000000058,25347.77,-0.8732918122580431
301,301,2019-05-30,2788.86,25169.88,May 30 2019,"Thursday, 2019-05-30","May-30, 19",2019-05-30,5.8400000000001455,2783.02,0.20984398243635136,1 days,1.0,43.470000000001164,25126.41,0.17300521642367997
302,302,2019-05-31,2752.06,24815.04,May 31 2019,"Friday, 2019-05-31","May-31, 19",2019-05-31,-36.80000000000018,2788.86,-1.3195355808466607,1 days,1.0,-354.84000000000015,25169.88,-1.4097802611693029
303,303,2019-06-03,2744.45,24819.78,June 03 2019,"Monday, 2019-06-03","Jun-03, 19",2019-06-03,-7.610000000000127,2752.06,-0.27652013400871084,3 days,3.0,4.739999999997963,24815.04,0.01910131919996084
304,304,2019-06-04,2803.27,25332.18,June 04 2019,"Tuesday, 2019-06-04","Jun-04, 19",2019-06-04,58.820000000000164,2744.45,2.143234527865334,1 days,1.0,512.4000000000015,24819.78,2.064482441020837
305,305,2019-06-05,2826.15,25539.57,June 05 2019,"Wednesday, 2019-06-05","Jun-05, 19",2019-06-05,22.88000000000011,2803.27,0.8161896642135831,1 days,1.0,207.38999999999942,25332.18,0.8186820084177493
306,306,2019-06-06,2843.49,25720.66,June 06 2019,"Thursday, 2019-06-06","Jun-06, 19",2019-06-06,17.33999999999969,2826.15,0.6135555437609359,1 days,1.0,181.09000000000015,25539.57,0.7090565737794339
307,307,2019-06-07,2873.34,25983.94,June 07 2019,"Friday, 2019-06-07","Jun-07, 19",2019-06-07,29.850000000000364,2843.49,1.0497663083042446,1 days,1.0,263.27999999999884,25720.66,1.0236129243961813
308,308,2019-06-10,2886.73,26062.68,June 10 2019,"Monday, 2019-06-10","Jun-10, 19",2019-06-10,13.389999999999873,2873.34,0.466008199516934,3 days,3.0,78.7400000000016,25983.94,0.3030333352062913
309,309,2019-06-11,2885.72,26048.51,June 11 2019,"Tuesday, 2019-06-11","Jun-11, 19",2019-06-11,-1.0100000000002183,2886.73,-0.03498768502770326,1 days,1.0,-14.170000000001892,26062.68,-0.054368929058722634
310,310,2019-06-12,2879.84,26004.83,June 12 2019,"Wednesday, 2019-06-12","Jun-12, 19",2019-06-12,-5.879999999999654,2885.72,-0.20376197274855684,1 days,1.0,-43.67999999999665,26048.51,-0.16768713450403366
311,311,2019-06-13,2891.64,26106.77,June 13 2019,"Thursday, 2019-06-13","Jun-13, 19",2019-06-13,11.799999999999727,2879.84,0.40974498583253677,1 days,1.0,101.93999999999869,26004.83,0.39200410077665837
312,312,2019-06-14,2886.98,26089.61,June 14 2019,"Friday, 2019-06-14","Jun-14, 19",2019-06-14,-4.6599999999998545,2891.64,-0.16115422390061884,1 days,1.0,-17.159999999999854,26106.77,-0.06573007691108419
313,313,2019-06-17,2889.67,26112.53,June 17 2019,"Monday, 2019-06-17","Jun-17, 19",2019-06-17,2.6900000000000546,2886.98,0.09317695307899794,3 days,3.0,22.919999999998254,26089.61,0.0878510640825917
314,314,2019-06-18,2917.75,26465.54,June 18 2019,"Tuesday, 2019-06-18","Jun-18, 19",2019-06-18,28.079999999999927,2889.67,0.9717372571954558,1 days,1.0,353.01000000000204,26112.53,1.351879729769586
315,315,2019-06-19,2926.46,26504.0,June 19 2019,"Wednesday, 2019-06-19","Jun-19, 19",2019-06-19,8.710000000000036,2917.75,0.2985176934281565,1 days,1.0,38.45999999999913,26465.54,0.14532104767179935
316,316,2019-06-20,2954.18,26753.17,June 20 2019,"Thursday, 2019-06-20","Jun-20, 19",2019-06-20,27.7199999999998,2926.46,0.9472195075278595,1 days,1.0,249.16999999999825,26504.0,0.9401222456987559
317,317,2019-06-21,2950.46,26719.13,June 21 2019,"Friday, 2019-06-21","Jun-21, 19",2019-06-21,-3.7199999999998,2954.18,-0.12592326804730247,1 days,1.0,-34.039999999997235,26753.17,-0.12723725823891988
318,318,2019-06-24,2945.35,26727.54,June 24 2019,"Monday, 2019-06-24","Jun-24, 19",2019-06-24,-5.110000000000127,2950.46,-0.17319333256509586,3 days,3.0,8.409999999999854,26719.13,0.031475575739179584
319,319,2019-06-25,2917.38,26548.22,June 25 2019,"Tuesday, 2019-06-25","Jun-25, 19",2019-06-25,-27.9699999999998,2945.35,-0.9496324715229022,1 days,1.0,-179.3199999999997,26727.54,-0.6709184608834172
320,320,2019-06-26,2913.78,26536.82,June 26 2019,"Wednesday, 2019-06-26","Jun-26, 19",2019-06-26,-3.599999999999909,2917.38,-0.12339839170762495,1 days,1.0,-11.400000000001455,26548.22,-0.04294073199635024
321,321,2019-06-27,2924.92,26526.58,June 27 2019,"Thursday, 2019-06-27","Jun-27, 19",2019-06-27,11.139999999999873,2913.78,0.3823212459416933,1 days,1.0,-10.239999999997963,26536.82,-0.03858789410335512
322,322,2019-06-28,2941.76,26599.96,June 28 2019,"Friday, 2019-06-28","Jun-28, 19",2019-06-28,16.840000000000146,2924.92,0.5757422425228774,1 days,1.0,73.37999999999738,26526.58,0.2766281970762811
323,323,2019-07-01,2964.33,26717.43,July 01 2019,"Monday, 2019-07-01","Jul-01, 19",2019-07-01,22.56999999999971,2941.76,0.7672277820080396,3 days,3.0,117.47000000000116,26599.96,0.4416172054394111
324,324,2019-07-02,2973.01,26786.68,July 02 2019,"Tuesday, 2019-07-02","Jul-02, 19",2019-07-02,8.680000000000291,2964.33,0.29281490252435766,1 days,1.0,69.25,26717.43,0.2591940916472879
325,325,2019-07-03,2995.82,26966.0,July 03 2019,"Wednesday, 2019-07-03","Jul-03, 19",2019-07-03,22.809999999999945,2973.01,0.7672358989710746,1 days,1.0,179.3199999999997,26786.68,0.669437197890891
326,326,2019-07-04,,,July 04 2019,"Thursday, 2019-07-04","Jul-04, 19",2019-07-04,,2995.82,,1 days,1.0,,26966.0,
327,327,2019-07-05,2990.41,26922.12,July 05 2019,"Friday, 2019-07-05","Jul-05, 19",2019-07-05,,,,1 days,1.0,,,
328,328,2019-07-08,2975.95,26806.14,July 08 2019,"Monday, 2019-07-08","Jul-08, 19",2019-07-08,-14.460000000000036,2990.41,-0.48354573453138655,3 days,3.0,-115.97999999999956,26922.12,-0.4307981689406316
329,329,2019-07-09,2979.63,26783.49,July 09 2019,"Tuesday, 2019-07-09","Jul-09, 19",2019-07-09,3.680000000000291,2975.95,0.12365799156572829,1 days,1.0,-22.649999999997817,26806.14,-0.0844955670603743
330,330,2019-07-10,2993.07,26860.2,July 10 2019,"Wednesday, 2019-07-10","Jul-10, 19",2019-07-10,13.440000000000055,2979.63,0.4510627158405592,1 days,1.0,76.70999999999913,26783.49,0.28640778330232214
331,331,2019-07-11,2999.91,27088.08,July 11 2019,"Thursday, 2019-07-11","Jul-11, 19",2019-07-11,6.839999999999691,2993.07,0.2285278994477139,1 days,1.0,227.88000000000102,26860.2,0.8483927893314309
332,332,2019-07-12,3013.77,27332.03,July 12 2019,"Friday, 2019-07-12","Jul-12, 19",2019-07-12,13.860000000000127,2999.91,0.46201386041581677,1 days,1.0,243.9499999999971,27088.08,0.900580624392711
333,333,2019-07-15,3014.3,27359.16,July 15 2019,"Monday, 2019-07-15","Jul-15, 19",2019-07-15,0.5300000000002001,3013.77,0.017585947169166862,3 days,3.0,27.13000000000102,27332.03,0.09926083060790222
334,334,2019-07-16,3004.04,27335.63,July 16 2019,"Tuesday, 2019-07-16","Jul-16, 19",2019-07-16,-10.260000000000218,3014.3,-0.3403775337557714,1 days,1.0,-23.529999999998836,27359.16,-0.0860041024651299
335,335,2019-07-17,2984.42,27219.85,July 17 2019,"Wednesday, 2019-07-17","Jul-17, 19",2019-07-17,-19.61999999999989,3004.04,-0.6531204644412155,1 days,1.0,-115.78000000000247,27335.63,-0.4235497773418885
336,336,2019-07-18,2995.11,27222.97,July 18 2019,"Thursday, 2019-07-18","Jul-18, 19",2019-07-18,10.690000000000055,2984.42,0.3581935518459216,1 days,1.0,3.1200000000026193,27219.85,0.011462223340696659
337,337,2019-07-19,2976.61,27154.2,July 19 2019,"Friday, 2019-07-19","Jul-19, 19",2019-07-19,-18.5,2995.11,-0.6176734744299875,1 days,1.0,-68.77000000000044,27222.97,-0.2526175505464703
338,338,2019-07-22,2985.03,27171.9,July 22 2019,"Monday, 2019-07-22","Jul-22, 19",2019-07-22,8.420000000000073,2976.61,0.2828721263450728,3 days,3.0,17.700000000000728,27154.2,0.06518328656340723
339,339,2019-07-23,3005.47,27349.19,July 23 2019,"Tuesday, 2019-07-23","Jul-23, 19",2019-07-23,20.4399999999996,2985.03,0.6847502370160299,1 days,1.0,177.28999999999724,27171.9,0.6524755353876514
340,340,2019-07-24,3019.56,27269.97,July 24 2019,"Wednesday, 2019-07-24","Jul-24, 19",2019-07-24,14.090000000000146,3005.47,0.46881186636366845,1 days,1.0,-79.21999999999753,27349.19,-0.2896612294550498
341,341,2019-07-25,3003.67,27140.98,July 25 2019,"Thursday, 2019-07-25","Jul-25, 19",2019-07-25,-15.889999999999873,3019.56,-0.5262356104862919,1 days,1.0,-128.9900000000016,27269.97,-0.4730111547610855
342,342,2019-07-26,3025.86,27192.45,July 26 2019,"Friday, 2019-07-26","Jul-26, 19",2019-07-26,22.190000000000055,3003.67,0.7387629133693133,1 days,1.0,51.470000000001164,27140.98,0.1896394308532749
343,343,2019-07-29,3020.97,27221.35,July 29 2019,"Monday, 2019-07-29","Jul-29, 19",2019-07-29,-4.890000000000327,3025.86,-0.16160694810732576,3 days,3.0,28.899999999997817,27192.45,0.10627950037601547
344,344,2019-07-30,3013.18,27198.02,July 30 2019,"Tuesday, 2019-07-30","Jul-30, 19",2019-07-30,-7.789999999999964,3020.97,-0.2578641959370654,1 days,1.0,-23.32999999999811,27221.35,-0.08570478686765391
345,345,2019-07-31,2980.38,26864.27,July 31 2019,"Wednesday, 2019-07-31","Jul-31, 19",2019-07-31,-32.79999999999973,3013.18,-1.0885509660889734,1 days,1.0,-333.75,27198.02,-1.227111385314078
346,346,2019-08-01,2953.56,26583.42,August 01 2019,"Thursday, 2019-08-01","Aug-01, 19",2019-08-01,-26.820000000000164,2980.38,-0.8998852495319444,1 days,1.0,-280.8500000000022,26864.27,-1.0454406540732437
347,347,2019-08-02,2932.05,26485.01,August 02 2019,"Friday, 2019-08-02","Aug-02, 19",2019-08-02,-21.509999999999764,2953.56,-0.7282736765124042,1 days,1.0,-98.40999999999985,26583.42,-0.3701931504674713
348,348,2019-08-05,2844.74,25717.74,August 05 2019,"Monday, 2019-08-05","Aug-05, 19",2019-08-05,-87.3100000000004,2932.05,-2.9777800514998174,3 days,3.0,-767.2699999999968,26485.01,-2.8969972070994
349,349,2019-08-06,2881.77,26029.52,August 06 2019,"Tuesday, 2019-08-06","Aug-06, 19",2019-08-06,37.0300000000002,2844.74,1.3017006826634492,1 days,1.0,311.77999999999884,25717.74,1.2123149234730533
350,350,2019-08-07,2883.98,26007.07,August 07 2019,"Wednesday, 2019-08-07","Aug-07, 19",2019-08-07,2.2100000000000364,2881.77,0.0766889793425581,1 days,1.0,-22.450000000000728,26029.52,-0.0862482289339209
351,351,2019-08-08,2938.09,26378.19,August 08 2019,"Thursday, 2019-08-08","Aug-08, 19",2019-08-08,54.11000000000013,2883.98,1.876226603513205,1 days,1.0,371.119999999999,26007.07,1.4269965820832526
352,352,2019-08-09,2918.65,26287.44,August 09 2019,"Friday, 2019-08-09","Aug-09, 19",2019-08-09,-19.440000000000055,2938.09,-0.6616543400644654,1 days,1.0,-90.75,26378.19,-0.34403421917879884
353,353,2019-08-12,2883.75,25907.37,August 12 2019,"Monday, 2019-08-12","Aug-12, 19",2019-08-12,-34.90000000000009,2918.65,-1.1957583129186469,3 days,3.0,-380.0699999999997,26287.44,-1.4458235568012698
354,354,2019-08-13,2926.32,26279.91,August 13 2019,"Tuesday, 2019-08-13","Aug-13, 19",2019-08-13,42.570000000000164,2883.75,1.4762028608582631,1 days,1.0,372.5400000000009,25907.37,1.4379691956381557
355,355,2019-08-14,2840.6,25479.42,August 14 2019,"Wednesday, 2019-08-14","Aug-14, 19",2019-08-14,-85.72000000000025,2926.32,-2.9292763607534464,1 days,1.0,-800.4900000000016,26279.91,-3.046014997768263
356,356,2019-08-15,2847.6,25579.39,August 15 2019,"Thursday, 2019-08-15","Aug-15, 19",2019-08-15,7.0,2840.6,0.2464268112370626,1 days,1.0,99.97000000000116,25479.42,0.3923558699530883
357,357,2019-08-16,2888.68,25886.01,August 16 2019,"Friday, 2019-08-16","Aug-16, 19",2019-08-16,41.07999999999993,2847.6,1.44261834527321,1 days,1.0,306.619999999999,25579.39,1.198699421682843
358,358,2019-08-19,2923.65,26135.79,August 19 2019,"Monday, 2019-08-19","Aug-19, 19",2019-08-19,34.970000000000255,2888.68,1.210587534790986,3 days,3.0,249.78000000000247,25886.01,0.9649227517102964
359,359,2019-08-20,2900.51,25962.44,August 20 2019,"Tuesday, 2019-08-20","Aug-20, 19",2019-08-20,-23.139999999999873,2923.65,-0.7914764079147597,1 days,1.0,-173.35000000000218,26135.79,-0.663266731175917
360,360,2019-08-21,2924.43,26202.73,August 21 2019,"Wednesday, 2019-08-21","Aug-21, 19",2019-08-21,23.919999999999618,2900.51,0.824682555826376,1 days,1.0,240.29000000000087,25962.44,0.9255293416181256
361,361,2019-08-22,2922.95,26252.24,August 22 2019,"Thursday, 2019-08-22","Aug-22, 19",2019-08-22,-1.4800000000000182,2924.43,-0.050608152699842986,1 days,1.0,49.51000000000204,26202.73,0.18894977737053367
362,362,2019-08-23,2847.11,25628.9,August 23 2019,"Friday, 2019-08-23","Aug-23, 19",2019-08-23,-75.83999999999969,2922.95,-2.594638977745076,1 days,1.0,-623.3400000000001,26252.24,-2.3744259537471852
363,363,2019-08-26,2878.38,25898.83,August 26 2019,"Monday, 2019-08-26","Aug-26, 19",2019-08-26,31.269999999999982,2847.11,1.098306703991064,3 days,3.0,269.9300000000003,25628.9,1.0532250701356682
364,364,2019-08-27,2869.16,25777.9,August 27 2019,"Tuesday, 2019-08-27","Aug-27, 19",2019-08-27,-9.220000000000255,2878.38,-0.32031906836485297,1 days,1.0,-120.93000000000029,25898.83,-0.46693228999147945
365,365,2019-08-28,2887.94,26036.1,August 28 2019,"Wednesday, 2019-08-28","Aug-28, 19",2019-08-28,18.7800000000002,2869.16,0.6545469754213847,1 days,1.0,258.1999999999971,25777.9,1.0016331819116262
366,366,2019-08-29,2924.58,26362.25,August 29 2019,"Thursday, 2019-08-29","Aug-29, 19",2019-08-29,36.63999999999987,2887.94,1.2687244194823948,1 days,1.0,326.15000000000146,26036.1,1.2526837736834682
367,367,2019-08-30,2926.46,26403.28,August 30 2019,"Friday, 2019-08-30","Aug-30, 19",2019-08-30,1.8800000000001091,2924.58,0.0642827346148886,1 days,1.0,41.029999999998836,26362.25,0.1556392189589236
368,368,2019-09-02,,,September 02 2019,"Monday, 2019-09-02","Sep-02, 19",2019-09-02,,2926.46,,3 days,3.0,,26403.28,
369,369,2019-09-03,2906.27,26118.02,September 03 2019,"Tuesday, 2019-09-03","Sep-03, 19",2019-09-03,,,,1 days,1.0,,,
370,370,2019-09-04,2937.78,26355.47,September 04 2019,"Wednesday, 2019-09-04","Sep-04, 19",2019-09-04,31.51000000000022,2906.27,1.0842075925499082,1 days,1.0,237.45000000000073,26118.02,0.9091424235068383
371,371,2019-09-05,2976.0,26728.15,September 05 2019,"Thursday, 2019-09-05","Sep-05, 19",2019-09-05,38.2199999999998,2937.78,1.3009823744460034,1 days,1.0,372.6800000000003,26355.47,1.4140518078410298
372,372,2019-09-06,2978.71,26797.46,September 06 2019,"Friday, 2019-09-06","Sep-06, 19",2019-09-06,2.7100000000000364,2976.0,0.09106182795699047,1 days,1.0,69.30999999999767,26728.15,0.2593146177344772
373,373,2019-09-09,2978.43,26835.51,September 09 2019,"Monday, 2019-09-09","Sep-09, 19",2019-09-09,-0.2800000000002001,2978.71,-0.009400042300197068,3 days,3.0,38.04999999999927,26797.46,0.1419910693028342
374,374,2019-09-10,2979.39,26909.43,September 10 2019,"Tuesday, 2019-09-10","Sep-10, 19",2019-09-10,0.9600000000000364,2978.43,0.03223174625557883,1 days,1.0,73.92000000000189,26835.51,0.27545591643312123
375,375,2019-09-11,3000.93,27137.04,September 11 2019,"Wednesday, 2019-09-11","Sep-11, 19",2019-09-11,21.539999999999964,2979.39,0.7229667817909023,1 days,1.0,227.61000000000058,26909.43,0.8458373142797918
376,376,2019-09-12,3009.57,27182.45,September 12 2019,"Thursday, 2019-09-12","Sep-12, 19",2019-09-12,8.640000000000327,3000.93,0.28791074766823377,1 days,1.0,45.409999999999854,27137.04,0.167335862717525
377,377,2019-09-13,3007.39,27219.52,September 13 2019,"Friday, 2019-09-13","Sep-13, 19",2019-09-13,-2.180000000000291,3009.57,-0.07243559711188943,1 days,1.0,37.06999999999971,27182.45,0.13637475650649483
378,378,2019-09-16,2997.96,27076.82,September 16 2019,"Monday, 2019-09-16","Sep-16, 19",2019-09-16,-9.429999999999836,3007.39,-0.31356092824674675,3 days,3.0,-142.70000000000073,27219.52,-0.5242561220771003
379,379,2019-09-17,3005.7,27110.8,September 17 2019,"Tuesday, 2019-09-17","Sep-17, 19",2019-09-17,7.739999999999782,2997.96,0.2581755593803714,1 days,1.0,33.97999999999956,27076.82,0.1254947959176874
380,380,2019-09-18,3006.73,27147.08,September 18 2019,"Wednesday, 2019-09-18","Sep-18, 19",2019-09-18,1.0300000000002,3005.7,0.03426822370829424,1 days,1.0,36.280000000002474,27110.8,0.13382120778436074
381,381,2019-09-19,3006.79,27094.79,September 19 2019,"Thursday, 2019-09-19","Sep-19, 19",2019-09-19,0.05999999999994543,3006.73,0.0019955233758915977,1 days,1.0,-52.29000000000087,27147.08,-0.19261740120853096
382,382,2019-09-20,2992.07,26935.07,September 20 2019,"Friday, 2019-09-20","Sep-20, 19",2019-09-20,-14.7199999999998,3006.79,-0.4895586322955644,1 days,1.0,-159.72000000000116,27094.79,-0.5894860229586616
383,383,2019-09-23,2991.78,26949.99,September 23 2019,"Monday, 2019-09-23","Sep-23, 19",2019-09-23,-0.2899999999999636,2992.07,-0.009692286610940373,3 days,3.0,14.920000000001892,26935.07,0.05539246788666928
384,384,2019-09-24,2966.6,26807.77,September 24 2019,"Tuesday, 2019-09-24","Sep-24, 19",2019-09-24,-25.18000000000029,2991.78,-0.8416394253588262,1 days,1.0,-142.22000000000116,26949.99,-0.5277181921032296
385,385,2019-09-25,2984.87,26970.71,September 25 2019,"Wednesday, 2019-09-25","Sep-25, 19",2019-09-25,18.269999999999982,2966.6,0.6158565361019342,1 days,1.0,162.9399999999987,26807.77,0.6078088554176595
386,386,2019-09-26,2977.62,26891.12,September 26 2019,"Thursday, 2019-09-26","Sep-26, 19",2019-09-26,-7.25,2984.87,-0.24289165022262277,1 days,1.0,-79.59000000000015,26970.71,-0.2950979043562448
387,387,2019-09-27,2961.79,26820.25,September 27 2019,"Friday, 2019-09-27","Sep-27, 19",2019-09-27,-15.829999999999927,2977.62,-0.5316326462073713,1 days,1.0,-70.86999999999898,26891.12,-0.26354424806404114
388,388,2019-09-30,2976.74,26916.83,September 30 2019,"Monday, 2019-09-30","Sep-30, 19",2019-09-30,14.949999999999818,2961.79,0.5047623227845262,3 days,3.0,96.58000000000175,26820.25,0.3601010430551607
389,389,2019-10-01,2940.25,26573.04,October 01 2019,"Tuesday, 2019-10-01","Oct-01, 19",2019-10-01,-36.48999999999978,2976.74,-1.225837661334204,1 days,1.0,-343.7900000000009,26916.83,-1.2772306397150068
390,390,2019-10-02,2887.61,26078.62,October 02 2019,"Wednesday, 2019-10-02","Oct-02, 19",2019-10-02,-52.63999999999987,2940.25,-1.79032395204489,1 days,1.0,-494.4200000000019,26573.04,-1.8606075932599426
391,391,2019-10-03,2910.63,26201.04,October 03 2019,"Thursday, 2019-10-03","Oct-03, 19",2019-10-03,23.019999999999982,2887.61,0.7971990677411417,1 days,1.0,122.42000000000189,26078.62,0.4694266797859775
392,392,2019-10-04,2952.01,26573.72,October 04 2019,"Friday, 2019-10-04","Oct-04, 19",2019-10-04,41.38000000000011,2910.63,1.4216853396000215,1 days,1.0,372.6800000000003,26201.04,1.4223862869565493
393,393,2019-10-07,2938.79,26478.02,October 07 2019,"Monday, 2019-10-07","Oct-07, 19",2019-10-07,-13.220000000000255,2952.01,-0.4478304612789338,3 days,3.0,-95.70000000000073,26573.72,-0.360130233930367
394,394,2019-10-08,2893.06,26164.04,October 08 2019,"Tuesday, 2019-10-08","Oct-08, 19",2019-10-08,-45.73000000000002,2938.79,-1.5560826054260433,1 days,1.0,-313.97999999999956,26478.02,-1.1858137428705
395,395,2019-10-09,2919.4,26346.01,October 09 2019,"Wednesday, 2019-10-09","Oct-09, 19",2019-10-09,26.340000000000146,2893.06,0.9104546742895117,1 days,1.0,181.96999999999753,26164.04,0.6954965670439179
396,396,2019-10-10,2938.13,26496.67,October 10 2019,"Thursday, 2019-10-10","Oct-10, 19",2019-10-10,18.730000000000018,2919.4,0.6415701856545871,1 days,1.0,150.65999999999985,26346.01,0.5718512974070832
397,397,2019-10-11,2970.27,26816.59,October 11 2019,"Friday, 2019-10-11","Oct-11, 19",2019-10-11,32.13999999999987,2938.13,1.09389305442577,1 days,1.0,319.9200000000019,26496.67,1.2073970049821428
398,398,2019-10-14,2966.15,26787.36,October 14 2019,"Monday, 2019-10-14","Oct-14, 19",2019-10-14,-4.119999999999891,2970.27,-0.13870792890881606,3 days,3.0,-29.229999999999563,26816.59,-0.1089996901171982
399,399,2019-10-15,2995.68,27024.8,October 15 2019,"Tuesday, 2019-10-15","Oct-15, 19",2019-10-15,29.529999999999745,2966.15,0.995566643628938,1 days,1.0,237.4399999999987,26787.36,0.8863882069752252
400,400,2019-10-16,2989.69,27001.98,October 16 2019,"Wednesday, 2019-10-16","Oct-16, 19",2019-10-16,-5.989999999999782,2995.68,-0.19995460129252063,1 days,1.0,-22.81999999999971,27024.8,-0.08444095793493277
401,401,2019-10-17,2997.95,27025.88,October 17 2019,"Thursday, 2019-10-17","Oct-17, 19",2019-10-17,8.259999999999764,2989.69,0.2762828253096396,1 days,1.0,23.900000000001455,27001.98,0.08851202763649724
402,402,2019-10-18,2986.2,26770.2,October 18 2019,"Friday, 2019-10-18","Oct-18, 19",2019-10-18,-11.75,2997.95,-0.3919344885671876,1 days,1.0,-255.6800000000003,27025.88,-0.9460561506230335
403,403,2019-10-21,3006.72,26827.64,October 21 2019,"Monday, 2019-10-21","Oct-21, 19",2019-10-21,20.519999999999982,2986.2,0.6871609403254967,3 days,3.0,57.43999999999869,26770.2,0.2145669438405342
404,404,2019-10-22,2995.99,26788.1,October 22 2019,"Tuesday, 2019-10-22","Oct-22, 19",2019-10-22,-10.730000000000018,3006.72,-0.3568672839506179,1 days,1.0,-39.54000000000087,26827.64,-0.14738530858473153
405,405,2019-10-23,3004.52,26833.95,October 23 2019,"Wednesday, 2019-10-23","Oct-23, 19",2019-10-23,8.5300000000002,2995.99,0.2847139009142287,1 days,1.0,45.85000000000218,26788.1,0.17115808885289432
406,406,2019-10-24,3010.29,26805.53,October 24 2019,"Thursday, 2019-10-24","Oct-24, 19",2019-10-24,5.769999999999982,3004.52,0.1920439870594964,1 days,1.0,-28.42000000000189,26833.95,-0.10591060950773885
407,407,2019-10-25,3022.55,26958.06,October 25 2019,"Friday, 2019-10-25","Oct-25, 19",2019-10-25,12.260000000000218,3010.29,0.40726973148767126,1 days,1.0,152.53000000000247,26805.53,0.5690243766864617
408,408,2019-10-28,3039.42,27090.72,October 28 2019,"Monday, 2019-10-28","Oct-28, 19",2019-10-28,16.86999999999989,3022.55,0.5581379960629234,3 days,3.0,132.65999999999985,26958.06,0.4920977251330394
409,409,2019-10-29,3036.89,27071.42,October 29 2019,"Tuesday, 2019-10-29","Oct-29, 19",2019-10-29,-2.5300000000002,3039.42,-0.08323956544341354,1 days,1.0,-19.30000000000291,27090.72,-0.07124210799861691
410,410,2019-10-30,3046.77,27186.69,October 30 2019,"Wednesday, 2019-10-30","Oct-30, 19",2019-10-30,9.88000000000011,3036.89,0.32533282404038705,1 days,1.0,115.27000000000044,27071.42,0.4257996071133337
411,411,2019-10-31,3037.56,27046.23,October 31 2019,"Thursday, 2019-10-31","Oct-31, 19",2019-10-31,-9.210000000000036,3046.77,-0.30228734036373067,1 days,1.0,-140.45999999999913,27186.69,-0.5166498753618007
412,412,2019-11-01,3066.91,27347.36,November 01 2019,"Friday, 2019-11-01","Nov-01, 19",2019-11-01,29.34999999999991,3037.56,0.9662360578885655,1 days,1.0,301.130000000001,27046.23,1.1133899253241617
413,413,2019-11-04,3078.27,27462.11,November 04 2019,"Monday, 2019-11-04","Nov-04, 19",2019-11-04,11.360000000000127,3066.91,0.3704053917460939,3 days,3.0,114.75,27347.36,0.41960174583579546
414,414,2019-11-05,3074.62,27492.63,November 05 2019,"Tuesday, 2019-11-05","Nov-05, 19",2019-11-05,-3.650000000000091,3078.27,-0.11857309462782963,1 days,1.0,30.520000000000437,27462.11,0.11113494192543995
415,415,2019-11-06,3076.78,27492.56,November 06 2019,"Wednesday, 2019-11-06","Nov-06, 19",2019-11-06,2.1600000000003092,3074.62,0.07025258405917835,1 days,1.0,-0.06999999999970896,27492.63,-0.00025461369101358787
416,416,2019-11-07,3085.18,27674.8,November 07 2019,"Thursday, 2019-11-07","Nov-07, 19",2019-11-07,8.399999999999636,3076.78,0.27301269509030984,1 days,1.0,182.23999999999796,27492.56,0.6628702456228084
417,417,2019-11-08,3093.08,27681.24,November 08 2019,"Friday, 2019-11-08","Nov-08, 19",2019-11-08,7.900000000000091,3085.18,0.256062855327731,1 days,1.0,6.440000000002328,27674.8,0.023270267535817162
418,418,2019-11-11,3087.01,27691.49,November 11 2019,"Monday, 2019-11-11","Nov-11, 19",2019-11-11,-6.069999999999709,3093.08,-0.1962445200253375,3 days,3.0,10.25,27681.24,0.03702868802120136
419,419,2019-11-12,3091.84,27691.49,November 12 2019,"Tuesday, 2019-11-12","Nov-12, 19",2019-11-12,4.829999999999927,3087.01,0.15646207819216415,1 days,1.0,0.0,27691.49,0.0
420,420,2019-11-13,3094.04,27783.59,November 13 2019,"Wednesday, 2019-11-13","Nov-13, 19",2019-11-13,2.199999999999818,3091.84,0.07115504036430792,1 days,1.0,92.09999999999854,27691.49,0.33259315407007184
421,421,2019-11-14,3096.63,27781.96,November 14 2019,"Thursday, 2019-11-14","Nov-14, 19",2019-11-14,2.5900000000001455,3094.04,0.08370932502489126,1 days,1.0,-1.6300000000010186,27783.59,-0.0058667724365390455
